,Account Name,Sample_2,,,,,,,,,,,,,
,Create Date,Jan 29 2013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ignore,Tag,Make,Model,Serial Number,IP Address,MAC Address,Location,Meter Date 1,Total Meter 1,BW Meter 1,Color Meter 1,Meter Date 2,Total Meter 2,BW Meter 2,Color Meter 2
,26BBA788,Kyocera,FS-3900DN,XPJ6605327,10.92.6.9,00-C0-EE-69-15-DE,USA/IL/,Jan 25 2013,215666,,,Jun 29 2012,210668,,
,0D00AC42,Kyocera,FS-3900DN,XPJ6605393,10.2.6.42,00-C0-EE-69-15-0D,USA/IL/,Jan 25 2013,271382,,,Jun 29 2012,257588,,
,4C1536C2,Hewlett-Packard,LaserJet 2300 series,CNBGG14450,192.168.72.201,00-C0-EB-0A-99-0B,USA/IL/,Jan 25 2013,99081,,,Jun 29 2012,98323,,
,6C3445D0,Hewlett-Packard,Color LaserJet 4600,JPBKC19144,10.2.6.49,00-0E-7F-E4-77-A7,USA/IL/,Jan 14 2013,390611,210944,179667,Jun 29 2012,390599,210938,179661
,43E12DBC,Hewlett-Packard,LaserJet Pro M1212nf MFP,CNC9B8JS0N,10.86.6.17,D4-85-64-1F-A6-38,USA/IL/,Jan 25 2013,2257,,,Jun 29 2012,2178,,
,BA8438EA,Kyocera,FS-3900DN,XPJ6605396,10.2.6.44,00-C0-EE-69-15-25,USA/IL/,Jan 25 2013,105640,,,Jun 29 2012,99752,,
,C937BE0A,Xerox,Phaser 6180MFP-D,GNX254006,10.2.6.53,00-00-AA-D1-34-18,USA/IL/,Jan 25 2013,56619,31057,21053,Jun 29 2012,44747,24883,19864
,1171AED4,Kyocera,FS-3920DN,XVJ1Z25971,192.168.72.222,00-C0-EE-7E-F6-32,USA/IL/,Jan 25 2013,7704,,,Jun 29 2012,1545,,
,DA56E903,Hewlett-Packard,Officejet 4500 G510n-z,,10.92.6.20,B4-99-BA-13-C1-7B,USA/IL/,Oct 11 2012,1138,,,Jun 29 2012,1138,,
,D9C62F9B,Kyocera,FS-3900DN,XPJ6605411,10.2.6.52,00-C0-EE-69-16-4F,USA/IL/,Jan 25 2013,86629,,,Jun 29 2012,78277,,
,C633852F,Xerox,Phaser 3635MFP-S,3962818225,192.168.160.30,00-00-AA-DE-34-D5,USA/IL/,Jan 25 2013,840,747,,Jun 29 2012,598,598,
,5786B2F8,Xerox,Phaser 8860MFP-D,HBB405525,10.2.6.45,00-00-AA-E3-09-1D,USA/IL/,Jul 2 2012,10248,3945,6303,Jun 29 2012,10119,3909,6210
,7D5EC3B9,Kyocera,FS-3900DN,XPJ6301701,10.92.6.6,00-C0-EE-68-5D-9C,USA/IL/,Jan 25 2013,149134,,,Jun 29 2012,119936,,
,5E643901,Kyocera,FS-3900DN,XPJ6908460,10.92.6.1,00-C0-EE-6B-0D-8D,USA/IL/,Jan 25 2013,449225,,,Jun 29 2012,441432,,
,9158D551,Kyocera,FS-3920DN,XVJ1Z25975,192.168.72.225,00-C0-EE-7E-F1-FE,USA/IL/,Jan 25 2013,19157,,,Jun 29 2012,5345,,
,3204219F,Dell,W5300 Laser Printer,99286WN,10.90.6.45,00-04-00-1D-15-0F,USA/IL/,Jan 25 2013,11504,,,Jun 29 2012,9467,,
,35F70106,Hewlett-Packard,LaserJet 8000 Series,USMJ012330,192.151.80.100,00-30-C1-D4-A0-21,USA/IL/,Jan 25 2013,453434,,,Jun 29 2012,431597,,
,2E92CD4E,Zebra,Z4MPlus,,192.0.0.75,00-07-4D-21-E5-35,USA/IL/,,,,,,,,
,E3CA4B8B,Zebra,Z4MPlus,,192.0.0.72,00-07-4D-24-34-B7,USA/IL/,,,,,,,,
,C1EE8EA6,Zebra,S4M,,10.92.6.4,00-07-4D-3E-24-2B,USA/IL/,,,,,,,,
,17C7EBFD,Kyocera,FS-3920DN,XVJ1Z25947,192.168.72.215,00-C0-EE-7E-F2-2F,USA/IL/,Jan 25 2013,6195,,,Jun 29 2012,1706,,
,6E79E06E,Kyocera,FS-3900DN,XPJ6605807,10.90.6.99,00-C0-EE-68-CC-85,USA/IL/,Nov 29 2012,552646,,,Jun 29 2012,552630,,
