,727E8743,Hewlett-Packard,LaserJet P2055dn,CNBJ605048,10.12.139.36,78-AC-C0-91-94-E5, ,Jan 23 2013,423,423,,Jul 13 2012,360,360,
,93B22FE9,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.48.41,00-07-4D-29-BD-8B, ,,,,,,,,
,925AE655,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.101.101,00-07-4D-28-9A-5C, ,,,,,,,,
,E05725B0,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.133.154,00-07-4D-29-BF-0B, ,,,,,,,,
,FC21E348,Hewlett-Packard,LaserJet 4050 Series,USQX050663,10.12.4.40,00-30-C1-0A-43-60, ,Jan 29 2013,186821,,,Jul 13 2012,177775,,
,C1FB10B9,Hewlett-Packard,LaserJet 4100 Series,USJNJ43296,10.12.97.170,00-01-E6-5B-08-1C, ,Jan 26 2013,14362,,,Jul 13 2012,13441,,
,6D6D6431,Hewlett-Packard,Color LaserJet 2605dn,CNHC78J230,10.10.44.40,00-1A-4B-2F-24-52, ,Nov 13 2012,86626,27681,58945,Jul 13 2012,78759,25318,53441
,04A6D675,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.13.171,00-07-4D-2A-24-FC, ,,,,,,,,
,8E1F2DBD,Hewlett-Packard,Color LaserJet CP3525,CNCC97G0SJ,10.12.156.61,00-23-7D-7C-8E-F8, ,Sep 19 2012,,,28805,Jul 13 2012,32620,3815,28805
,447498B7,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.133.195,00-07-4D-28-8E-5D, ,,,,,,,,
,1C12FD29,Hewlett-Packard,LaserJet 4350,CNRXC87182,10.12.48.40,00-17-08-8D-36-64, ,Jan 29 2013,114456,114456,,Jul 13 2012,106515,106515,
,B2D6D937,Hewlett-Packard,LaserJet P4015,CNDY450607,10.101.106.100,F4-CE-46-3A-15-64, ,Jan 26 2013,116262,116262,,Jul 13 2012,95775,95775,
,8707880B,Hewlett-Packard,LaserJet P2055dn,CNB9354366,10.12.133.173,98-4B-E1-3D-5D-71, ,Jan 29 2013,14608,14608,,Jul 13 2012,9676,9676,
,14AD9E51,Hewlett-Packard,LaserJet 4350,CNRXS49917,10.12.139.26,00-1B-78-28-63-86, ,Jan 29 2013,60215,60215,,Jul 13 2012,51072,51072,
,DD49F3A9,Hewlett-Packard,LaserJet 600 M602,TD218Q4,10.101.101.230,A0-B3-CC-9D-1D-4B, ,Jan 26 2013,18698,18698,,Jul 13 2012,1587,1587,
,23667B9F,Hewlett-Packard,LaserJet M3035 MFP,CNNLC13764,10.12.47.170,00-21-5A-7E-56-28, ,Oct 15 2012,42380,42380,,Jul 13 2012,38502,38502,
,E8B89244,Hewlett-Packard,LaserJet 4350,JPRFH18598,10.10.44.19,00-1E-0B-13-A0-BB, ,Nov 5 2012,25389,25389,,Jul 13 2012,23868,23868,
,1CAB0854,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.133.152,00-07-4D-29-5F-6E, ,,,,,,,,
,3E6B13AD,Hewlett-Packard,LaserJet M3035 MFP,CNLLG46679,10.101.104.100,00-18-FE-A5-1A-CC, ,Jan 26 2013,54631,54631,,Jul 13 2012,49575,49575,
,AEE3D3FF,Hewlett-Packard,Unknown,,10.10.30.206,08-00-09-FB-4B-1C, ,,,,,,,,
,C3936801,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.133.153,00-07-4D-2A-28-AA, ,,,,,,,,
,43B45BCB,Hewlett-Packard,LaserJet 4300,CNGY436139,10.12.139.174,00-01-E6-E2-3B-3C, ,Jan 26 2013,93910,,,Jul 13 2012,93910,,
,18166BDE,Hewlett-Packard,LaserJet 4350,CNGXD36815,10.12.134.71,00-14-38-8F-6B-35, ,Jan 26 2013,406419,406419,,Jul 13 2012,403406,403406,
,34F2340B,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.47.171,00-07-4D-28-C2-33, ,,,,,,,,
,87D16FF8,Hewlett-Packard,LaserJet 4350,CNGXK21846,10.101.104.230,00-17-08-85-AF-5B, ,Jan 26 2013,70136,70136,,Jul 13 2012,63746,63746,
,76A815A4,Hewlett-Packard,LaserJet 4300,CNGY303657,10.12.133.187,00-0E-7F-34-42-5F, ,Sep 19 2012,109777,,,Jul 13 2012,106039,,
,75D63B7B,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.28.41,00-07-4D-29-AA-61, ,,,,,,,,
,967C31DA,Hewlett-Packard,LaserJet P4015,CNDY948812,10.10.21.212,3C-D9-2B-A0-25-4D, ,Jan 29 2013,29086,29086,,Jul 13 2012,16875,16875,
,F461FD2F,Hewlett-Packard,LaserJet 4300,CNDY500849,10.10.21.207,00-01-E6-97-D3-2B, ,Nov 13 2012,244046,,,Jul 13 2012,240874,,
,3B4E8871,Hewlett-Packard,LaserJet 4300,CNGY522977,10.12.37.170,00-01-E6-9C-3E-9C, ,Jan 29 2013,234647,,,Jul 13 2012,218791,,
,A3B81724,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.139.30,00-07-4D-2A-44-63, ,,,,,,,,
,5C1EDED2,Hewlett-Packard,LaserJet P2055dn,CNB9989768,10.10.34.203,3C-4A-92-C3-9F-AD, ,Jan 29 2013,4235,4235,,Jul 13 2012,2753,2753,
,8842CB1B,Hewlett-Packard,LaserJet 4350,CNRXY24814,10.12.133.179,00-1B-78-18-EE-BA, ,Dec 12 2012,74134,74134,,Jul 13 2012,69493,69493,
,61B65836,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.10.21.227,00-07-4D-2A-29-CE, ,,,,,,,,
,D6BDFB70,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.30.171,00-07-4D-2A-A6-67, ,,,,,,,,
,0938117F,Hewlett-Packard,LaserJet P4015,CNDYC17395,10.12.142.100,78-E3-B5-FB-34-B8, ,Jan 26 2013,16847,16847,,Jul 13 2012,10452,10452,
,7DB0D8C1,Hewlett-Packard,LaserJet P4015,CNDYB53822,10.10.21.219,3C-D9-2B-A0-15-29, ,Jan 29 2013,41203,41203,,Jul 13 2012,27995,27995,
,032D785A,Hewlett-Packard,LaserJet 4300,CNGY303531,10.12.134.61,00-0E-7F-34-71-75, ,Jan 29 2013,152331,,,Jul 13 2012,136158,,
,977BE971,Hewlett-Packard,LaserJet 4100 Series,USJNJ42260,10.12.38.170,00-01-E6-5B-F3-B7, ,Jan 29 2013,95575,,,Jul 13 2012,88247,,
,8CB62F75,Hewlett-Packard,LaserJet 4300,CNDY500684,10.10.34.204,00-01-E6-7D-B3-3D, ,Nov 27 2012,217078,,,Jul 13 2012,213678,,
,BC92D8ED,Hewlett-Packard,LaserJet P4015,CNDYC41854,10.10.21.215,3C-D9-2B-A0-15-01, ,Jan 29 2013,10435,10435,,Jul 13 2012,3316,3316,
,2B875A60,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.135.141,00-07-4D-29-B7-66, ,,,,,,,,
,419D6DE1,Hewlett-Packard,LaserJet 4300,CNGY425111,10.12.41.170,00-01-E6-B0-86-7D, ,Jan 29 2013,599804,,,Jul 13 2012,589864,,
,F9A68EAD,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.139.27,00-07-4D-2A-46-F4, ,,,,,,,,
,A85EEE5D,Hewlett-Packard,LaserJet P4015,CNDY807503,10.10.43.17,00-23-7D-8C-75-8A, ,Jan 29 2013,23126,23126,,Jul 13 2012,20138,20138,
,473D5140,Hewlett-Packard,LaserJet 4350,CNGXG47171,10.12.133.188,00-14-38-DA-D9-2A, ,Jan 29 2013,78173,78173,,Jul 13 2012,73039,73039,
,EEE04E73,Hewlett-Packard,LaserJet 4300,CNGY519106,10.10.21.205,00-0E-7F-3F-62-A6, ,Nov 13 2012,319834,,,Jul 13 2012,310311,,
,AF7AD858,Hewlett-Packard,LaserJet P4015,CNDYB05839,10.12.34.40,78-E7-D1-A3-5F-4F, ,Jan 29 2013,37298,37298,,Jul 13 2012,30027,30027,
,079569EE,Hewlett-Packard,LaserJet 4300,CNGY303652,10.12.133.189,00-0E-7F-37-17-E6, ,Jan 29 2013,155324,,,Jul 13 2012,145775,,
,55A7B689,Hewlett-Packard,LaserJet P4015,CNDYB18034,10.10.29.204,D4-85-64-1C-33-60, ,Jan 29 2013,21206,21206,,Jul 13 2012,15895,15895,
,64046FD3,Hewlett-Packard,LaserJet P4015,CNDYC08821,10.12.140.227,98-4B-E1-3A-CA-E9, ,Jan 29 2013,38251,38251,,Jul 13 2012,22891,22891,
,64C11B74,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.37.41,00-07-4D-29-B8-61, ,,,,,,,,
,518CD094,Hewlett-Packard,LaserJet P4015,JPDF276383,10.12.37.40,68-B5-99-AB-31-5F, ,Jan 29 2013,57158,57158,,Jul 13 2012,43892,43892,
,315C0235,Hewlett-Packard,LaserJet 4300,CNGY205054,10.12.134.23,00-0E-7F-34-71-99, ,Jan 29 2013,158339,,,Jul 13 2012,132772,,
,4A140184,Hewlett-Packard,Color LaserJet 4700,JPRLC18489,10.10.29.209,00-14-38-D8-AC-81, ,Oct 11 2012,129354,25805,103549,Jul 13 2012,123078,24805,98273
,FBFC0415,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.139.28,00-07-4D-22-00-ED, ,,,,,,,,
,EB261D72,Hewlett-Packard,LaserJet P4014,CNDX111873,10.10.41.209,00-21-5A-7D-00-9F, ,Jan 26 2013,26052,26052,,Jul 13 2012,23530,23530,
,5F1D9EE6,Hewlett-Packard,Officejet 6500 E710n-z,,10.12.131.104,EC-9A-74-C9-A4-57, ,Jan 29 2013,1293,,,Jul 13 2012,789,,
,CDE98A89,Hewlett-Packard,LaserJet 4350,JPSGL04277,10.12.34.170,00-1A-4B-26-1D-C5, ,Jan 29 2013,108933,108933,,Jul 13 2012,94020,94020,
,E86E5D48,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.139.31,00-07-4D-29-CD-94, ,,,,,,,,
,F53044BD,Hewlett-Packard,LaserJet 4300,JPBGD00827,10.10.27.212,00-30-6E-C8-87-72, ,Jan 26 2013,196670,,,Jul 13 2012,185868,,
,17E399B1,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.101.68.218,00-07-4D-21-4A-6F, ,,,,,,,,
,7232F940,Hewlett-Packard,LaserJet 4200,USDNX10399,10.12.134.63,00-0E-7F-34-42-FD, ,Jan 12 2013,223031,,,Jul 13 2012,214697,,
,C2922713,Hewlett-Packard,LaserJet P4015,CNDY452051,10.101.96.100,F4-CE-46-3A-25-57, ,Jan 26 2013,96845,96845,,Jul 13 2012,77268,77268,
,68C79EF7,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.139.21,00-07-4D-28-E7-CE, ,,,,,,,,
,8675C279,Hewlett-Packard,LaserJet 4300,CNDY606756,10.10.27.202,00-01-E6-AB-E6-8D, ,Jan 15 2013,353738,,,Jul 13 2012,338991,,
,70E844A4,Hewlett-Packard,LaserJet P4015,CNDYC08657,10.12.140.226,98-4B-E1-3A-2A-8A, ,Nov 8 2012,22967,22967,,Jul 13 2012,18642,18642,
,7A1C6D24,Hewlett-Packard,LaserJet P2055dn,CNB9M16082,10.12.134.207,00-21-5A-90-2C-F5, ,Jan 29 2013,32936,32936,,Jul 13 2012,27164,27164,
,FD0461E2,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.97.101,00-07-4D-2A-0A-F1, ,,,,,,,,
,6AF9D468,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.33.41,00-07-4D-2A-D9-AA, ,,,,,,,,
,AD580D99,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.101.67.211,00-07-4D-21-4B-86, ,,,,,,,,
,00E74A9D,Hewlett-Packard,LaserJet P4015,CNDYC08412,10.12.140.220,98-4B-E1-3A-6A-24, ,Jan 29 2013,36953,36953,,Jul 13 2012,20687,20687,
,C70458AC,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.38.171,00-07-4D-2A-BC-C7, ,,,,,,,,
,10A5BDE9,Hewlett-Packard,LaserJet 9050,JPFL72N05H,10.10.30.203,00-18-FE-9C-15-F8, ,Jul 12 2012,413961,413961,,,,,
,C8458D25,Hewlett-Packard,LaserJet M3027 MFP,JPQCD04755,10.12.47.170,00-25-B3-FA-98-31, ,Jan 29 2013,12688,12688,,Jul 13 2012,7576,7576,
,51A066D6,Hewlett-Packard,LaserJet 600 M602,TD052XH,10.101.98.100,80-C1-6E-91-F0-33, ,Jan 26 2013,15977,15977,,Jul 13 2012,5311,5311,
,172F46D4,Hewlett-Packard,LaserJet P2055dn,CNB9991166,10.12.134.20,3C-4A-92-C1-9F-C8, ,Jan 29 2013,9744,9744,,Jul 13 2012,6719,6719,
,5EA972A4,Hewlett-Packard,LaserJet P4015,CNDY283042,10.12.39.170,18-A9-05-FF-41-48, ,Jan 29 2013,84321,84321,,Jul 13 2012,70932,70932,
,E7403005,Hewlett-Packard,LaserJet P4015,CNDYC08423,10.12.140.221,98-4B-E1-3A-EA-05, ,Nov 7 2012,17790,17790,,Jul 13 2012,13346,13346,
,6F42BCD0,Hewlett-Packard,LaserJet 4050 Series,USQB069035,10.10.27.211,00-01-E6-2D-2D-70, ,Jan 26 2013,26912,,,Jul 13 2012,26559,,
,19CAEF5A,Hewlett-Packard,LaserJet P4015,CNDYC08820,10.12.140.222,98-4B-E1-3A-DA-E8, ,Nov 7 2012,19180,19180,,Jul 13 2012,15318,15318,
,B4547AD2,Hewlett-Packard,LaserJet 4300,CNGY439557,10.12.134.62,00-11-0A-C9-50-B9, ,Jan 29 2013,144707,,,Jul 13 2012,134498,,
,47261A84,Hewlett-Packard,LaserJet P4015,CNDY897076,10.12.42.170,3C-4A-92-45-89-84, ,Jan 29 2013,51170,51170,,Jul 13 2012,36860,36860,
,38A7847A,Hewlett-Packard,LaserJet 600 M602,CNBCD5N41Z,10.101.97.170,A0-B3-CC-9D-1C-88, ,Jan 26 2013,8815,8815,,Jul 13 2012,366,366,
,434CF8CB,Hewlett-Packard,Color LaserJet 9500 Series,JPNJB08200,10.10.30.204,00-11-0A-FC-DC-62, ,Sep 19 2012,,,103198,Jul 13 2012,105489,8573,96916
,13740575,Hewlett-Packard,LaserJet P4015,CNDYC08437,10.12.140.223,98-4B-E1-3A-DA-13, ,Jan 29 2013,18220,18220,,Jul 13 2012,15008,15008,
,C18C06CC,Hewlett-Packard,LaserJet 4050,USCF029672,10.10.41.205,00-01-E6-02-B3-C9, ,Jan 29 2013,127974,,,Jul 13 2012,125125,,
,F77E7E03,Hewlett-Packard,LaserJet 1300N,CNBB068282,10.101.68.220,00-01-E6-68-86-C0, ,Jan 26 2013,70147,,,Jul 13 2012,68658,,
,CA78E8D1,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.139.25,00-07-4D-28-C8-DA, ,,,,,,,,
,0B4B42C0,Hewlett-Packard,LaserJet 4050 Series,USQL051903,10.10.30.213,00-30-6E-FB-20-4F, ,Nov 27 2012,370614,,,Jul 13 2012,356095,,
,162533C2,Hewlett-Packard,DesignJet 800PS (42 inch wide),,10.10.30.210,00-01-E6-75-47-FE, ,,,,,,,,
,606B274A,Hewlett-Packard,LaserJet 4300,CNDY501943,10.10.30.208,00-01-E6-8E-14-10, ,Nov 13 2012,184023,,,Jul 13 2012,180899,,
,C2933E01,Hewlett-Packard,Officejet 6500 E710a-f,,10.10.11.206,10-1F-74-84-05-4E, ,Jan 29 2013,1513,,,Jul 13 2012,1106,,
,3329CD62,Hewlett-Packard,LaserJet P4015,CNDYC40425,10.10.13.210,3C-D9-2B-A0-66-C9, ,Jan 29 2013,23600,23600,,Jul 13 2012,13124,13124,
,E6635E14,Hewlett-Packard,LaserJet 4300,CNDY500822,10.10.47.206,00-11-0A-C3-6F-88, ,Oct 25 2012,149166,,,Jul 13 2012,148705,,
,3EE3239F,Hewlett-Packard,LaserJet 4300,CNBY717655,10.10.13.208,00-01-E6-97-32-32, ,Jan 29 2013,247842,,,Jul 13 2012,238808,,
,80FC0729,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.10.11.205,00-07-4D-21-33-6B, ,,,,,,,,
,D90982CE,Hewlett-Packard,LaserJet 4050 Series,USCF029646,10.10.24.200,00-60-B0-F9-70-F3, ,Jan 29 2013,557662,,,Jul 13 2012,556768,,
,0F006EC5,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.10.13.212,00-07-4D-28-FA-E1, ,,,,,,,,
,A5E5A168,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.10.11.204,00-07-4D-33-04-C5, ,,,,,,,,
,3E8EC596,Hewlett-Packard,LaserJet 4350,JPRFH18808,10.10.27.207,00-1E-0B-13-A0-4B, ,Jan 29 2013,49735,49735,,Jul 13 2012,45517,45517,
,6149590A,Hewlett-Packard,LaserJet 4350,CNGXB10552,10.10.18.211,00-14-38-60-15-EE, ,Jan 29 2013,319742,319742,,Jul 13 2012,318256,318256,
,C8D3F852,Hewlett-Packard,LaserJet 4350,JPRFH18333,10.10.24.202,00-1E-0B-10-DD-E8, ,Jan 3 2013,46633,46633,,Jul 13 2012,46556,46556,
,B76618DF,Hewlett-Packard,LaserJet P4015,CNDYC41993,10.10.251.40,3C-D9-2B-A0-76-05, ,Jan 29 2013,41143,41143,,Jul 13 2012,35,35,
,DD6C587A,Hewlett-Packard,LaserJet 4350,CNRXK44317,10.10.13.205,00-17-08-90-00-E4, ,Jan 29 2013,18326,18326,,Jul 13 2012,13151,13151,
,4B79A735,Hewlett-Packard,LaserJet 4350,JPRFH18608,10.10.24.209,00-1E-0B-10-DD-85, ,Jan 29 2013,90168,90168,,Jul 13 2012,78499,78499,
,E5C90B2F,Hewlett-Packard,LaserJet P4015,CNDY897064,10.10.11.201,3C-4A-92-45-89-BE, ,Jan 29 2013,9616,9616,,Jul 13 2012,6408,6408,
,90036CD6,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.10.21.210,00-07-4D-2A-08-13, ,,,,,,,,
,C80A0FEF,Hewlett-Packard,LaserJet 4300,CNGY526867,10.10.18.204,00-30-6E-FB-00-48, ,Jan 29 2013,152496,,,Jul 13 2012,146845,,
,C1B88523,Hewlett-Packard,LaserJet 4050 Series,USBC032414,10.10.24.207,00-30-C1-CE-B5-D0, ,Dec 6 2012,312269,,,Jul 13 2012,310130,,
,95F74180,Hewlett-Packard,LaserJet P4015,CNDYC62097,10.10.13.202,44-1E-A1-35-D8-A7, ,Jan 17 2013,29515,29515,,Jul 13 2012,13807,13807,
,79FC76D0,Hewlett-Packard,LaserJet 4000 Series,USMB030167,10.10.27.208,00-0E-7F-E8-8C-42, ,Jan 26 2013,88626,,,Jul 13 2012,88586,,
,BDD370F2,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.10.13.213,00-07-4D-29-84-66, ,,,,,,,,
,23EA34C3,Hewlett-Packard,LaserJet 2300 series,CNBGG83136,10.10.13.204,00-11-0A-F6-90-E2, ,Jan 29 2013,106102,,,Jul 13 2012,100539,,
,359718EB,Hewlett-Packard,LaserJet P4015,CNDYC62035,10.10.13.201,2C-76-8A-04-4A-76, ,Jan 29 2013,28460,28460,,Jul 13 2012,13285,13285,
,F6E4B452,Hewlett-Packard,LaserJet 4100 Series,USJNJ35280,10.12.32.170,00-01-E6-53-C0-3B, ,Jan 29 2013,209783,,,Jul 13 2012,198572,,
,292A29CB,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.10.13.211,00-07-4D-28-52-6E, ,,,,,,,,
,C0C193AD,Hewlett-Packard,LaserJet 4250,CNGXD63061,10.10.24.201,00-14-38-A6-76-C5, ,Jan 29 2013,69205,69205,,Jul 13 2012,66449,66449,
,E6D7FF04,Hewlett-Packard,LaserJet P2055dn,CNBJ658502,10.10.11.207,2C-41-38-7C-1D-15, ,Jan 29 2013,5732,5732,,Jul 13 2012,2507,2507,
,ACC25AA2,Hewlett-Packard,LaserJet 4350,JPRFH18494,10.10.27.206,00-1E-0B-13-E1-C0, ,Jan 10 2013,60540,60540,,Jul 13 2012,54318,54318,
,6D3BFD55,Hewlett-Packard,LaserJet P4015,CNDY946419,10.10.21.214,3C-D9-2B-0E-AE-4A, ,Jan 29 2013,74567,74567,,Jul 13 2012,45445,45445,
,4139E8FA,Hewlett-Packard,Color LaserJet 4650,JPKAD43173,10.10.21.204,00-11-0A-BB-6D-C7, ,Nov 13 2012,581740,59228,522512,Jul 13 2012,564022,57679,506343
,625BBC33,Hewlett-Packard,LaserJet 4350,JPRFH19569,10.10.24.208,00-1E-0B-13-42-F7, ,Jan 10 2013,56724,56724,,Jul 13 2012,50824,50824,
,9EAFA97F,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.29.171,00-07-4D-29-B8-62, ,,,,,,,,
,2637FBD2,Hewlett-Packard,LaserJet 4300,CNDY500686,10.10.27.204,00-01-E6-97-C3-E9, ,Dec 6 2012,220287,,,Jul 13 2012,218281,,
,E244F341,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.26.41,00-07-4D-28-C3-EA, ,,,,,,,,
,8054DE02,Hewlett-Packard,LaserJet 4350,JPRFH18784,10.10.27.203,00-1E-0B-13-40-39, ,Jan 29 2013,37240,37240,,Jul 13 2012,35263,35263,
,7F732385,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.27.41,00-07-4D-29-B8-67, ,,,,,,,,
,5A7F7162,Hewlett-Packard,LaserJet 4300,CNGY409339,10.10.30.203,00-01-E6-7D-93-D5, ,Oct 16 2012,509129,,,Jul 13 2012,505953,,
,0C29C5BD,Hewlett-Packard,LaserJet 4300,CNGY521956,10.12.32.40,00-11-0A-F1-8B-F5, ,Jan 29 2013,656980,,,Jul 13 2012,639596,,
,779E2205,Hewlett-Packard,LaserJet 4250,CNGXB77461,10.10.24.17,00-17-08-85-7B-5C, ,Jan 3 2013,43594,43594,,Jul 13 2012,43594,43594,
,63AE8DDC,Hewlett-Packard,LaserJet M3035 MFP,CNQCB83903,10.10.21.229,80-C1-6E-95-1C-DB, ,Nov 13 2012,5420,5420,,Jul 13 2012,1386,1386,
,A3F0DDC4,Hewlett-Packard,LaserJet M3035 MFP,CNQCB16744,10.12.26.170,F4-CE-46-38-8B-26, ,Jan 29 2013,86524,86524,,Jul 13 2012,70119,70119,
,37FD4A2C,Hewlett-Packard,LaserJet 4350,CNGXB29673,10.10.27.200,00-14-38-8E-7F-64, ,Dec 6 2012,128123,128123,,Jul 13 2012,122465,122465,
,C7157A7E,Hewlett-Packard,LaserJet 4350,JPRFH18607,10.10.27.210,00-1E-0B-11-FB-CE, ,Aug 1 2012,85780,85780,,Jul 13 2012,85708,85708,
,873DE9CA,Hewlett-Packard,LaserJet M3035 MFP,CNNLB15262,10.12.31.40,00-21-5A-7E-36-E6, ,Jan 29 2013,82820,82820,,Jul 13 2012,71700,71700,
,AF1AF5C8,Hewlett-Packard,LaserJet 4300,XXXXXXXXXX,10.12.38.40,00-11-0A-EC-2C-41, ,Jan 29 2013,160239,160239,,Jul 13 2012,145245,145245,
,887850A8,Hewlett-Packard,LaserJet 4300,CNDY500685,10.10.30.203,00-01-E6-8F-CF-CB, ,Sep 19 2012,668757,,,Jul 13 2012,664148,,
,D3B8618C,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.34.171,00-07-4D-2A-29-CB, ,,,,,,,,
,51C8B911,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.101.68.219,00-07-4D-2A-EA-42, ,,,,,,,,
,7E87FCF6,Hewlett-Packard,LaserJet P2015 Series,CNBJP72211,10.12.139.160,00-1B-78-1D-58-F5, ,Jan 29 2013,34070,34070,,Jul 13 2012,30010,30010,
,FB843D1E,Hewlett-Packard,Color LaserJet CP3525,CNCC9BF0YK,10.10.29.216,00-23-7D-8D-28-BD, ,Jan 29 2013,26346,3293,23053,Jul 13 2012,24533,2548,21985
,EC8CDF63,Hewlett-Packard,LaserJet P4015,CNDY926889,10.12.39.40,68-B5-99-AA-3D-06, ,Jan 29 2013,31311,31311,,Jul 13 2012,23149,23149,
,4F20D250,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.130.230,00-07-4D-2A-2A-40, ,,,,,,,,
,28F7D07E,Hewlett-Packard,LaserJet 4050 Series,USCC093269,10.101.68.208,00-10-83-A2-8E-3D, ,Jan 26 2013,105848,,,Jul 13 2012,104249,,
,581B7724,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.47.21,00-07-4D-2A-2A-36, ,,,,,,,,
,0E198571,Hewlett-Packard,Color LaserJet 3600n,CNNCH22327,10.10.30.200,00-14-38-46-1E-05, ,Nov 6 2012,35015,1718,33297,Jul 13 2012,30154,,30154
,40039B76,Hewlett-Packard,LaserJet 4250,CNGXG07052,10.12.47.20,00-14-38-5E-B8-37, ,Oct 28 2012,178741,178741,,Jul 13 2012,171186,171186,
,32FA2665,Hewlett-Packard,LaserJet 4300,CNGY303661,10.12.134.60,00-0E-7F-E8-ED-2B, ,Jan 26 2013,112572,,,Jul 13 2012,108681,,
,98EABEF4,Hewlett-Packard,LaserJet 4350,CNGXB29688,10.12.33.170,00-14-38-8F-FE-3B, ,Jan 29 2013,174885,174885,,Jul 13 2012,163690,163690,
,4B1B7165,Hewlett-Packard,LaserJet 4250,CNDXC02023,10.10.41.16,00-12-79-DF-DF-EF, ,Nov 13 2012,302173,302173,,Jul 13 2012,288231,288231,
,D95D0A67,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.139.33,00-07-4D-29-CD-8D, ,,,,,,,,
,8A51D2BD,Hewlett-Packard,LaserJet 600 M602,CNBCD5N42D,10.101.96.230,A0-B3-CC-9E-37-79, ,Jan 26 2013,15517,15517,,Jul 13 2012,839,839,
,5779A8FA,Hewlett-Packard,LaserJet P2055dn,VNB3R42022,10.10.29.215,E8-39-35-93-CA-88, ,Jan 29 2013,3930,3930,,Jul 13 2012,5,5,
,AC572119,Hewlett-Packard,LaserJet 4350,CNRXY25824,10.12.139.20,00-1B-78-28-A7-8A, ,Oct 4 2012,21469,21469,,Jul 13 2012,21110,21110,
,FA08C8E1,Hewlett-Packard,LaserJet P4014,CNDX135324,10.10.41.204,00-23-7D-89-20-98, ,Nov 13 2012,294600,294600,,Jul 13 2012,265293,265293,
,B62E8C59,Hewlett-Packard,LaserJet P4015,CNDY931656,10.101.68.222,68-B5-99-AD-B5-DD, ,Jan 26 2013,7358,7358,,Jul 13 2012,5585,5585,
,13811BDA,Hewlett-Packard,LaserJet 9050,JPRL77S06Q,10.10.29.205,00-1A-4B-13-3E-7D, ,Jan 29 2013,423724,423724,,Jul 13 2012,387822,387822,
,35BF0DE2,Hewlett-Packard,LaserJet P2055dn,VNB3R06332,10.12.138.182,2C-76-8A-04-B0-41, ,Nov 8 2012,9417,9417,,Jul 13 2012,6357,6357,
,AD5F66E2,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.31.41,00-07-4D-2A-31-82, ,,,,,,,,
,FDF606CF,Hewlett-Packard,LaserJet 4300,CNGY439293,10.12.131.46,00-0E-7F-34-E2-44, ,Jan 29 2013,154196,,,Jul 13 2012,150584,,
,64433208,Hewlett-Packard,LaserJet 4350,CNGXF64463,10.12.31.170,00-14-38-D1-D8-49, ,Jan 23 2013,165943,165943,,Jul 13 2012,153179,153179,
,4B06116E,Hewlett-Packard,LaserJet 4000 Series,USNC114657,10.10.24.210,00-60-B0-D3-9C-05, ,Jan 3 2013,565815,,,Jul 13 2012,559773,,
,B759AD44,Hewlett-Packard,LaserJet 4250,CNBXB12135,10.12.131.44,00-11-85-D7-17-9D, ,Jan 29 2013,202863,202863,,Jul 13 2012,194011,194011,
